Price,Open,High,Low,Close,Adj Close,Volume
2019-07-01,10821.2998046875,10994.4404296875,10680.849609375,10823.8095703125,10823.8095703125,49441200
2019-08-01,10773.0595703125,10773.25,10180.0400390625,10618.0498046875,10618.0498046875,50197600
2019-09-01,10613.1904296875,10971.5400390625,10557.0302734375,10829.6796875,10829.6796875,43181700
2019-10-01,10855.599609375,11428.419921875,10809.2802734375,11358.7099609375,11358.7099609375,42804700
2019-11-01,11373.7001953125,11668.2001953125,11335.509765625,11489.5703125,11489.5703125,46169300
2019-12-01,11509.9404296875,12125.900390625,11454.3798828125,11997.1396484375,11997.1396484375,36000900
2020-01-01,12026.5,12197.6396484375,11418.2197265625,11495.099609375,11495.099609375,36308200
2020-02-01,11365.900390625,11854.98046875,11138.0302734375,11292.169921875,11292.169921875,43822500
2020-03-01,11184.66015625,11525.3203125,8523.6298828125,9708.0595703125,9708.0595703125,74416100
2020-04-01,9726.2001953125,11012.7802734375,9651.51953125,10992.1396484375,10992.1396484375,59536000
2020-05-01,10781.509765625,11087.5302734375,10658.5,10942.16015625,10942.16015625,58808900
2020-06-01,10971.400390625,11771.1201171875,10971.400390625,11621.240234375,11621.240234375,66076600
2020-07-01,11622.6396484375,13031.7001953125,11622.6396484375,12664.7998046875,12664.7998046875,82040900
2020-08-01,12642.73046875,12981.580078125,12144.759765625,12591.4501953125,12591.4501953125,84127500
2020-09-01,12617.3896484375,13021.6796875,12149.8095703125,12515.6103515625,12515.6103515625,87770000
2020-10-01,12567.8798828125,12997.7900390625,12519.1201171875,12546.33984375,12546.33984375,65701900
2020-11-01,12565.3203125,13969.3896484375,12480.66015625,13722.8896484375,13722.8896484375,88068200
2020-12-01,13810.5498046875,14760.0595703125,13749.7099609375,14732.5302734375,14732.5302734375,142922300
2021-01-01,14720.25,16238.4599609375,14720.25,15138.3095703125,15138.3095703125,114976500
2021-02-01,15176.5595703125,16579.169921875,15089.9599609375,15953.7998046875,15953.7998046875,74119100
2021-03-01,16127.8701171875,16556.189453125,15636.4296875,16431.130859375,16431.130859375,123857000
2021-04-01,16538.279296875,17709.23046875,16496.16015625,17566.66015625,17566.66015625,172343600
2021-05-01,17505.51953125,17546.939453125,15159.8603515625,17068.4296875,17068.4296875,196897200
2021-06-01,17098.490234375,17797.26953125,16775.849609375,17755.4609375,17755.4609375,157418600
2021-07-01,17801.189453125,18034.189453125,16893.69921875,17247.41015625,17247.41015625,154291700
2021-08-01,17256.609375,17643.970703125,16248.080078125,17490.2890625,17490.2890625,108915900
2021-09-01,17463.80078125,17633.669921875,16767.19921875,16934.76953125,16934.76953125,82376200
2021-10-01,16883.0,17104.859375,16162.169921875,16987.41015625,16987.41015625,80138200
2021-11-01,17021.76953125,17986.1796875,17021.76953125,17427.759765625,17427.759765625,119613400
2021-12-01,17428.609375,18291.25,17374.58984375,18218.83984375,18218.83984375,95211200
2022-01-01,18260.23046875,18619.609375,17633.029296875,17674.400390625,17674.400390625,69549800
2022-02-01,17750.69921875,18338.05078125,17554.970703125,17652.1796875,17652.1796875,60402800
2022-03-01,17657.5,18026.029296875,16764.779296875,17693.470703125,17693.470703125,95383400
2022-04-01,17657.759765625,17657.759765625,16219.41015625,16592.1796875,16592.1796875,77687200
2022-05-01,16593.2109375,16807.76953125,15616.6796875,16807.76953125,16807.76953125,68922900
2022-06-01,16718.91015625,16811.0390625,14825.73046875,14825.73046875,14825.73046875,66995800
2022-07-01,14812.1298828125,15035.26953125,13928.66015625,15000.0703125,15000.0703125,67275700
2022-08-01,14982.26953125,15475.8896484375,14545.6904296875,15095.4404296875,15095.4404296875,66035700
2022-09-01,14981.0,14981.0,13274.7197265625,13424.580078125,13424.580078125,58425900
2022-10-01,13359.259765625,13902.01953125,12629.48046875,12949.75,12949.75,50229600
2022-11-01,12933.1201171875,14879.5498046875,12868.25,14879.5498046875,14879.5498046875,61588000
2022-12-01,15059.919921875,15152.3798828125,13981.6298828125,14137.6904296875,14137.6904296875,60360600
2023-01-01,14108.16015625,15493.8203125,14001.9697265625,15265.2001953125,15265.2001953125,28393900
2023-02-01,15346.349609375,15717.9599609375,15291.6796875,15503.7900390625,15503.7900390625,47426400
2023-03-01,15435.3798828125,15951.7998046875,15186.740234375,15868.0595703125,15868.0595703125,67371300
