Market,Strategy,Date,Price,Shares,Invested,Value,Monthly Invest
TAIEX,Value Averaging,2010-09-30,8237.740234375,9.061130339065963,56469.95818341415,74643.23796303968,300.0
TAIEX,Value Averaging,2010-10-31,8287.0498046875,9.097331400610242,56769.95818341415,75390.03840660457,300.0
TAIEX,Value Averaging,2010-11-30,8372.4404296875,9.133163247073579,57069.95818341415,76466.8652207348,300.0
TAIEX,Value Averaging,2010-12-31,8972.458984375,9.166598897269633,57369.95818341415,82246.93263196888,300.0
TAIEX,Value Averaging,2011-01-31,9145.3076171875,9.199402605199172,57669.95818341415,84131.36671890251,300.0
TAIEX,Value Averaging,2011-02-28,8599.6103515625,9.234287906711176,57969.95818341415,79411.27787186184,300.0
TAIEX,Value Averaging,2011-03-31,8683.259765625,9.268837143760104,58269.95818341415,80483.72064454266,300.0
TAIEX,Value Averaging,2011-04-30,9007.8291015625,9.30214150562327,58569.95818341415,83792.10096120571,300.0
TAIEX,Value Averaging,2011-05-31,8988.798828125,9.335516376474905,58869.95818341415,83915.07866479937,300.0
TAIEX,Value Averaging,2011-06-30,8652.5498046875,9.370188236998317,59169.95818341415,81076.02039992489,300.0
TAIEX,Value Averaging,2011-07-31,8644.1396484375,9.404893830868984,59469.95818341415,81297.21565275983,300.0
TAIEX,Value Averaging,2011-08-31,7741.32421875,9.443646890619844,59769.95818341415,73106.33238767853,300.0
TAIEX,Value Averaging,2011-09-30,7225.3466796875,9.549714783095263,60536.335478132874,69000.0,766.3772947187244
TAIEX,Value Averaging,2011-10-31,7587.65478515625,9.589252691512879,60836.335478132874,72759.93907083015,300.0
TAIEX,Value Averaging,2011-11-30,6904.08837890625,10.283761751504095,65631.28740826334,71000.0,4794.951930130454
TAIEX,Value Averaging,2011-12-31,7072.04833984375,10.32618227602311,65931.28740826334,73027.2602220732,300.0
TAIEX,Value Averaging,2012-01-31,7517.04541015625,10.32618227602311,65931.28740826334,77622.38108241634,0.0
TAIEX,Value Averaging,2012-02-29,8121.40234375,10.32618227602311,65931.28740826334,83863.08093848379,0.0
TAIEX,Value Averaging,2012-03-31,7932.962890625,10.32618227602311,65931.28740826334,81917.22079752093,0.0
TAIEX,Value Averaging,2012-04-30,7501.68603515625,10.32618227602311,65931.28740826334,77463.77737652053,0.0
TAIEX,Value Averaging,2012-05-31,7301.46630859375,10.545826926486232,67535.01542348268,77000.0,1603.7280152193416
TAIEX,Value Averaging,2012-06-30,7296.24609375,10.690428886001417,68590.06690574394,78000.0,1055.0514822612604
TAIEX,Value Averaging,2012-07-31,7270.45654296875,10.865892607033159,69865.7682643728,79000.0,1275.7013586288667
TAIEX,Value Averaging,2012-08-31,7397.02587890625,10.865892607033159,69865.7682643728,80375.28881164038,0.0
TAIEX,Value Averaging,2012-09-30,7715.125,10.865892607033159,69865.7682643728,83831.7196998367,0.0
TAIEX,Value Averaging,2012-10-31,7166.01708984375,11.442897633640442,74000.59614596634,82000.00000000001,4134.827881593534
TAIEX,Value Averaging,2012-11-30,7580.134765625,11.442897633640442,74000.59614596634,86738.70617224596,0.0
TAIEX,Value Averaging,2012-12-31,7699.46484375,11.442897633640442,74000.59614596634,88104.18804084465,0.0
TAIEX,Value Averaging,2013-01-31,7849.98388671875,11.442897633640442,74000.59614596634,89826.56204144958,0.0
TAIEX,Value Averaging,2013-02-28,7897.94287109375,11.442897633640442,74000.59614596634,90375.35179026607,0.0
TAIEX,Value Averaging,2013-03-31,7918.57275390625,11.442897633640442,74000.59614596634,90611.41742748351,0.0
TAIEX,Value Averaging,2013-04-30,8093.62255859375,11.442897633640442,74000.59614596634,92614.49442331132,0.0
TAIEX,Value Averaging,2013-05-31,8254.759765625,11.442897633640442,74000.59614596634,94458.37098834064,0.0
TAIEX,Value Averaging,2013-06-30,8062.17236328125,11.442897633640442,74000.59614596634,92254.61305779239,0.0
TAIEX,Value Averaging,2013-07-31,8107.90234375,11.442897633640442,74000.59614596634,92777.89654308467,0.0
TAIEX,Value Averaging,2013-08-31,8021.8525390625,11.468672548143335,74207.3587093155,92000.0,206.76256334915524
TAIEX,Value Averaging,2013-09-30,8173.83251953125,11.468672548143335,74207.3587093155,93743.00862986932,0.0
TAIEX,Value Averaging,2013-10-31,8450.01953125,11.468672548143335,74207.3587093155,96910.50702932189,0.0
TAIEX,Value Averaging,2013-11-30,8406.7900390625,11.468672548143335,74207.3587093155,96414.72213900092,0.0
TAIEX,Value Averaging,2013-12-31,8611.4697265625,11.468672548143335,74207.3587093155,98762.12645219473,0.0
TAIEX,Value Averaging,2014-01-31,8462.5302734375,11.468672548143335,74207.3587093155,97053.98863480457,0.0
TAIEX,Value Averaging,2014-02-28,8639.5400390625,11.468672548143335,74207.3587093155,99084.0556745813,0.0
TAIEX,Value Averaging,2014-03-31,8849.240234375,11.468672548143335,74207.3587093155,101489.03854790205,0.0
TAIEX,Value Averaging,2014-04-30,8791.400390625,11.468672548143335,74207.3587093155,100825.69231969753,0.0
TAIEX,Value Averaging,2014-05-31,9075.8681640625,11.468672548143335,74207.3587093155,104088.16006375164,0.0
TAIEX,Value Averaging,2014-06-30,9393.0283203125,11.468672548143335,74207.3587093155,107725.56604110087,0.0
TAIEX,Value Averaging,2014-07-31,9315.8076171875,11.468672548143335,74207.3587093155,106839.94708302285,0.0
TAIEX,Value Averaging,2014-08-31,9436.2275390625,11.468672548143335,74207.3587093155,108221.00373528023,0.0
TAIEX,Value Averaging,2014-09-30,8966.87890625,11.70976000655189,76369.16075468059,105000.00000000001,2161.802045365097
TAIEX,Value Averaging,2014-10-31,8974.71875,11.810955078675864,77277.35806587922,106000.0,908.1973111986299
TAIEX,Value Averaging,2014-11-30,9187.1083984375,11.810955078675864,77277.35806587922,108508.52459687107,0.0
TAIEX,Value Averaging,2014-12-31,9307.2177734375,11.810955078675864,77277.35806587922,109927.13102952391,0.0
TAIEX,Value Averaging,2015-01-31,9361.8681640625,11.810955078675864,77277.35806587922,110572.60433822787,0.0
TAIEX,Value Averaging,2015-02-28,9622.0556640625,11.810955078675864,77277.35806587922,113645.66721276085,0.0
TAIEX,Value Averaging,2015-03-31,9586.396484375,11.810955078675864,77277.35806587922,113224.49824332935,0.0
TAIEX,Value Averaging,2015-04-30,9820.0048828125,11.810955078675864,77277.35806587922,115983.63654327608,0.0
TAIEX,Value Averaging,2015-05-31,9701.025390625,11.810955078675864,77277.35806587922,114578.37510576585,0.0
TAIEX,Value Averaging,2015-06-30,9322.9775390625,12.13274068712877,80277.35806587922,113113.26891337124,3000.0
TAIEX,Value Averaging,2015-07-31,8665.2998046875,12.478949135493956,83277.35806587922,108133.83550650103,3000.0
TAIEX,Value Averaging,2015-08-31,8174.88232421875,12.845926895052923,86277.35806587922,105013.94071257439,3000.0
TAIEX,Value Averaging,2015-09-30,8181.20263671875,13.212621149334737,89277.35806587922,108095.13098490327,3000.0
TAIEX,Value Averaging,2015-10-31,8554.26953125,13.563323215600075,92277.35806587922,116024.3225257035,3000.0
TAIEX,Value Averaging,2015-11-30,8320.5703125,13.92387542384151,95277.35806587922,115854.58448656402,3000.0
TAIEX,Value Averaging,2015-12-31,8338.01953125,14.283673093870505,98277.35806587922,119097.54523468239,3000.0
TAIEX,Value Averaging,2016-01-31,8080.5625,14.654934376732928,101277.35806587922,118420.11316458897,3000.0
TAIEX,Value Averaging,2016-02-29,8411.1201171875,14.654934376732928,101277.35806587922,123264.413352201,0.0
TAIEX,Value Averaging,2016-03-31,8744.802734375,14.654934376732928,101277.35806587922,128154.5102097403,0.0
TAIEX,Value Averaging,2016-04-30,8377.873046875,14.800892697491136,102500.17834732654,124000.0,1222.8202814473188
TAIEX,Value Averaging,2016-05-31,8535.5625,14.800892697491136,102500.17834732654,126333.94467522918,0.0
TAIEX,Value Averaging,2016-06-30,8666.552734375,14.800892697491136,102500.17834732654,128272.71707863278,0.0
TAIEX,Value Averaging,2016-07-31,8984.388671875,14.800892697491136,102500.17834732654,132976.97268497676,0.0
TAIEX,Value Averaging,2016-08-31,9068.828125,14.800892697491136,102500.17834732654,134226.75197011474,0.0
TAIEX,Value Averaging,2016-09-30,9166.8291015625,14.800892697491136,102500.17834732654,135677.25390846565,0.0
TAIEX,Value Averaging,2016-10-31,9290.099609375,14.800892697491136,102500.17834732654,137501.76746736368,0.0
TAIEX,Value Averaging,2016-11-30,9240.689453125,14.800892697491136,102500.17834732654,136770.45304654117,0.0
TAIEX,Value Averaging,2016-12-31,9253.4853515625,14.800892697491136,102500.17834732654,136959.8437662826,0.0
TAIEX,Value Averaging,2017-01-31,9447.943359375,14.800892697491136,102500.17834732654,139837.9958740833,0.0
TAIEX,Value Averaging,2017-02-28,9750.462890625,14.800892697491136,102500.17834732654,144315.55499500988,0.0
TAIEX,Value Averaging,2017-03-31,9811.5126953125,14.800892697491136,102500.17834732654,145219.14660339235,0.0
TAIEX,Value Averaging,2017-04-30,9871.9931640625,14.800892697491136,102500.17834732654,146114.31153165508,0.0
TAIEX,Value Averaging,2017-05-31,10040.712890625,14.800892697491136,102500.17834732654,148611.51410045667,0.0
TAIEX,Value Averaging,2017-06-30,10395.0703125,14.800892697491136,102500.17834732654,153856.32027818816,0.0
TAIEX,Value Averaging,2017-07-31,10427.330078125,14.800892697491136,102500.17834732654,154333.79360765,0.0
TAIEX,Value Averaging,2017-08-31,10585.7802734375,14.800892697491136,102500.17834732654,156678.9979463668,0.0
TAIEX,Value Averaging,2017-09-30,10329.9404296875,14.800892697491136,102500.17834732654,152892.33987128016,0.0
TAIEX,Value Averaging,2017-10-31,10793.7998046875,14.800892697491136,102500.17834732654,159757.87270738048,0.0
TAIEX,Value Averaging,2017-11-30,10560.4404296875,14.800892697491136,102500.17834732654,156303.94563805187,0.0
TAIEX,Value Averaging,2017-12-31,10642.8603515625,14.800892697491136,102500.17834732654,157523.83405785935,0.0
TAIEX,Value Averaging,2018-01-31,11103.7900390625,14.800892697491136,102500.17834732654,164346.00490363498,0.0
TAIEX,Value Averaging,2018-02-28,10815.4697265625,14.800892697491136,102500.17834732654,160078.60689581535,0.0
TAIEX,Value Averaging,2018-03-31,10906.2197265625,14.800892697491136,102500.17834732654,161421.7879081127,0.0
TAIEX,Value Averaging,2018-04-30,10657.8798828125,14.800892697491136,102500.17834732654,157746.13652825722,0.0
TAIEX,Value Averaging,2018-05-31,10874.9599609375,14.800892697491136,102500.17834732654,160959.11547134834,0.0
TAIEX,Value Averaging,2018-06-30,10836.91015625,14.800892697491136,102500.17834732654,160395.94439500815,0.0
TAIEX,Value Averaging,2018-07-31,11057.509765625,14.800892697491136,102500.17834732654,163661.01554247597,0.0
TAIEX,Value Averaging,2018-08-31,11063.9404296875,14.800892697491136,102500.17834732654,163756.19511123866,0.0
TAIEX,Value Averaging,2018-09-30,11006.33984375,14.800892697491136,102500.17834732654,162903.6550194651,0.0
TAIEX,Value Averaging,2018-10-31,9802.1298828125,15.106948629810534,105500.17834732654,148080.27260237918,3000.0
TAIEX,Value Averaging,2018-11-30,9888.0302734375,15.410345759171978,108500.17834732654,152377.96539083173,3000.0
TAIEX,Value Averaging,2018-12-31,9727.41015625,15.71875261688759,111500.17834732654,152902.7538490936,3000.0
TAIEX,Value Averaging,2019-01-31,9932.259765625,15.807077513555203,112377.44416480126,157000.0,877.2658174747194
TAIEX,Value Averaging,2019-02-28,10389.169921875,15.807077513555203,112377.44416480126,164222.41425657438,0.0
TAIEX,Value Averaging,2019-03-31,10641.0400390625,15.807077513555203,112377.44416480126,168203.74472230542,0.0
TAIEX,Value Averaging,2019-04-30,10967.73046875,15.807077513555203,112377.44416480126,173367.7656673124,0.0
TAIEX,Value Averaging,2019-05-31,10498.490234375,15.807077513555203,112377.44416480126,165950.44891006796,0.0
TAIEX,Value Averaging,2019-06-30,10730.830078125,15.807077513555203,112377.44416480126,169623.0628297115,0.0
TAIEX,Value Averaging,2019-07-31,10823.8095703125,15.807077513555203,112377.44416480126,171092.79686989033,0.0
TAIEX,Value Averaging,2019-08-31,10618.0498046875,15.807077513555203,112377.44416480126,167840.336305485,0.0
TAIEX,Value Averaging,2019-09-30,10829.6796875,15.807077513555203,112377.44416480126,171185.5862672868,0.0
TAIEX,Value Averaging,2019-10-31,11358.7099609375,15.807077513555203,112377.44416480126,179548.00880653065,0.0
TAIEX,Value Averaging,2019-11-30,11489.5703125,15.807077513555203,112377.44416480126,181616.52852713017,0.0
TAIEX,Value Averaging,2019-12-31,11997.1396484375,15.807077513555203,112377.44416480126,189639.71636379798,0.0
TAIEX,Value Averaging,2020-01-31,11495.099609375,15.807077513555203,112377.44416480126,181703.93055142876,0.0
TAIEX,Value Averaging,2020-02-29,11292.169921875,15.807077513555203,112377.44416480126,178496.20525131474,0.0
TAIEX,Value Averaging,2020-03-31,9708.0595703125,16.116099103119208,115377.44416480126,156456.0501341411,3000.0
TAIEX,Value Averaging,2020-04-30,10992.1396484375,16.116099103119208,115377.44416480126,177150.41192954467,0.0
TAIEX,Value Averaging,2020-05-31,10942.16015625,16.116099103119208,115377.44416480126,176344.93748032735,0.0
TAIEX,Value Averaging,2020-06-30,11621.240234375,16.116099103119208,115377.44416480126,187289.0593183438,0.0
TAIEX,Value Averaging,2020-07-31,12664.7998046875,16.116099103119208,115377.44416480126,204107.16877350854,0.0
TAIEX,Value Averaging,2020-08-31,12591.4501953125,16.116099103119208,115377.44416480126,202925.05919964594,0.0
TAIEX,Value Averaging,2020-09-30,12515.6103515625,16.116099103119208,115377.44416480126,201702.81676180588,0.0
TAIEX,Value Averaging,2020-10-31,12546.33984375,16.116099103119208,115377.44416480126,202198.05630328815,0.0
TAIEX,Value Averaging,2020-11-30,13722.8896484375,16.116099103119208,115377.44416480126,221159.44955538746,0.0
TAIEX,Value Averaging,2020-12-31,14732.5302734375,16.116099103119208,115377.44416480126,237430.91792642267,0.0
TAIEX,Value Averaging,2021-01-31,15138.3095703125,16.116099103119208,115377.44416480126,243970.4972888542,0.0
TAIEX,Value Averaging,2021-02-28,15953.7998046875,16.116099103119208,115377.44416480126,257113.0187236676,0.0
TAIEX,Value Averaging,2021-03-31,16431.130859375,16.116099103119208,115377.44416480126,264805.73330600775,0.0
TAIEX,Value Averaging,2021-04-30,17566.66015625,16.116099103119208,115377.44416480126,283106.03598894057,0.0
TAIEX,Value Averaging,2021-05-31,17068.4296875,16.116099103119208,115377.44416480126,275076.504378372,0.0
TAIEX,Value Averaging,2021-06-30,17755.4609375,16.116099103119208,115377.44416480126,286148.7680903119,0.0
TAIEX,Value Averaging,2021-07-31,17247.41015625,16.116099103119208,115377.44416480126,277960.97135026974,0.0
TAIEX,Value Averaging,2021-08-31,17490.2890625,16.116099103119208,115377.44416480126,281875.2318734519,0.0
TAIEX,Value Averaging,2021-09-30,16934.76953125,16.116099103119208,115377.44416480126,272922.4240541086,0.0
TAIEX,Value Averaging,2021-10-31,16987.41015625,16.116099103119208,115377.44416480126,273770.7855834587,0.0
TAIEX,Value Averaging,2021-11-30,17427.759765625,16.116099103119208,115377.44416480126,280867.5035281661,0.0
TAIEX,Value Averaging,2021-12-31,18218.83984375,16.116099103119208,115377.44416480126,293616.62846573186,0.0
TAIEX,Value Averaging,2022-01-31,17674.400390625,16.116099103119208,115377.44416480126,284842.38828352134,0.0
TAIEX,Value Averaging,2022-02-28,17652.1796875,16.116099103119208,115377.44416480126,284484.2772298178,0.0
TAIEX,Value Averaging,2022-03-31,17693.470703125,16.116099103119208,115377.44416480126,285149.7273296988,0.0
TAIEX,Value Averaging,2022-04-30,16592.1796875,16.116099103119208,115377.44416480126,267401.2121805115,0.0
TAIEX,Value Averaging,2022-05-31,16807.76953125,16.116099103119208,115377.44416480126,270875.6794680125,0.0
TAIEX,Value Averaging,2022-06-30,14825.73046875,16.116099103119208,115377.44416480126,238932.94151050897,0.0
TAIEX,Value Averaging,2022-07-31,15000.0703125,16.116099103119208,115377.44416480126,241742.61971000631,0.0
TAIEX,Value Averaging,2022-08-31,15095.4404296875,16.116099103119208,115377.44416480126,243279.61397007614,0.0
TAIEX,Value Averaging,2022-09-30,13424.580078125,16.116099103119208,115377.44416480126,216351.8629568223,0.0
TAIEX,Value Averaging,2022-10-31,12949.75,16.116099103119208,115377.44416480126,208699.45436061796,0.0
TAIEX,Value Averaging,2022-11-30,14879.5498046875,16.116099103119208,115377.44416480126,239800.2992621418,0.0
TAIEX,Value Averaging,2022-12-31,14137.6904296875,16.116099103119208,115377.44416480126,227844.42005406372,0.0
TAIEX,Value Averaging,2023-01-31,15265.2001953125,16.13575164590683,115677.44416480126,246315.4791766109,300.0
TAIEX,Value Averaging,2023-02-28,15503.7900390625,16.155101753154423,115977.44416480126,250465.30564059666,300.0
TAIEX,Value Averaging,2023-03-31,15868.0595703125,16.174007656467342,116277.44416480126,256650.11698351425,300.0
TAIEX,Value Averaging,2023-04-30,15579.1796875,16.193264126064435,116577.44416480126,252277.77154710548,300.0
TAIEX,Value Averaging,2023-05-31,16578.9609375,16.211359349349593,116877.44416480126,268767.4933966423,300.0
TAIEX,Value Averaging,2023-06-30,16915.5390625,16.229094521660187,117177.44416480126,274523.88233014767,300.0
TAIEX,Value Averaging,2023-07-31,17145.4296875,16.246591895914896,117477.44416480126,278554.79901291616,300.0
TAIEX,Value Averaging,2023-08-31,16634.509765625,16.26462669250505,117777.44416480126,270554.09155072033,300.0
TAIEX,Value Averaging,2023-09-30,16353.740234375,16.282971119877658,118077.44416480126,266287.4799383094,300.0
TAIEX,Value Averaging,2023-10-31,16001.26953125,16.30171963226376,118377.44416480126,260848.20965872207,300.0
TAIEX,Value Averaging,2023-11-30,17433.849609375,16.318927535665583,118677.44416480126,284501.72844308236,300.0
TAIEX,Value Averaging,2023-12-31,17930.810546875,16.335658513845054,118977.44416480126,292911.5979702013,300.0
TAIEX,Value Averaging,2024-01-31,17889.560546875,16.352428070549028,119277.44416480126,292537.7520565052,300.0
TAIEX,Value Averaging,2024-02-29,18966.76953125,16.36824520796432,119577.44416480126,310452.7344904465,300.0
TAIEX,Value Averaging,2024-03-31,20294.44921875,16.383027575141,119877.44416480126,332484.52117307996,300.0
TAIEX,Value Averaging,2024-04-30,20396.599609375,16.397735909164584,120177.44416480126,334458.05383950076,300.0
TAIEX,Value Averaging,2024-05-31,21174.220703125,16.411904081122653,120477.44416480126,347509.279172209,300.0
TAIEX,Value Averaging,2024-06-30,23032.25,16.424929295767335,120777.44416480126,378303.0777724372,300.0
TAIEX,Value Averaging,2024-07-31,22199.349609375,16.438443205196165,121077.44416480126,364922.7477460046,300.0
TAIEX,Value Averaging,2024-08-31,22268.08984375,16.451915398011312,121377.44416480126,366352.7301846899,300.0
TAIEX,Value Averaging,2024-09-30,22224.5390625,16.46541399067757,121677.44416480126,365936.2364160476,300.0
TAIEX,Value Averaging,2024-10-31,22820.4296875,16.478560105983377,121977.44416480126,376047.8222498362,300.0
TAIEX,Value Averaging,2024-11-30,22262.5,16.49203568150275,122277.44416480126,367153.94435945497,300.0
TAIEX,Value Averaging,2024-12-31,23035.099609375,16.50505928483364,122577.44416480126,380195.6846847826,300.0
TAIEX,Value Averaging,2025-01-31,23525.41015625,16.50505928483364,122577.44416480126,388288.28932893364,0.0
TAIEX,Value Averaging,2025-02-28,23053.1796875,16.50505928483364,122577.44416480126,380494.0974461101,0.0
TAIEX,Value Averaging,2025-03-31,20695.900390625,16.50505928483364,122577.44416480126,341587.06290027726,0.0
TAIEX,Value Averaging,2025-04-30,20235.029296875,16.50505928483364,122577.44416480126,333980.3581752674,0.0
TAIEX,Value Averaging,2025-05-31,21347.30078125,16.50505928483364,122577.44416480126,352338.4649657067,0.0
TAIEX,Value Averaging,2025-06-30,22256.01953125,16.50505928483364,122577.44416480126,367336.92180769664,0.0
TAIEX,Value Averaging,2025-07-31,23542.51953125,16.50505928483364,122577.44416480126,388570.68057763507,0.0
TAIEX,Value Averaging,2025-08-31,24233.099609375,16.50505928483364,122577.44416480126,399968.74570801324,0.0
TAIEX,Value Averaging,2025-09-30,25820.5390625,16.50505928483364,122577.44416480126,426169.52799292526,0.0
TAIEX,Value Averaging,2025-10-31,28233.349609375,16.50505928483364,122577.44416480126,465993.109112169,0.0
TAIEX,Value Averaging,2025-11-30,27626.48046875,16.50505928483364,122577.44416480126,455976.69796801737,0.0
TAIEX,Value Averaging,2025-12-31,28963.599609375,16.50505928483364,122577.44416480126,478045.9286549188,0.0
TAIEX,Value Averaging,2026-01-31,32063.75,16.50505928483364,122577.44416480126,529214.0946440846,0.0
TAIEX,Value Averaging,2026-02-28,35414.48828125,16.50505928483364,122577.44416480126,584518.2286240774,0.0
TAIEX,Value Averaging,2026-03-31,31722.990234375,16.50505928483364,122577.44416480126,523589.83451055794,0.0
TAIEX,Threshold DCA (3factor),2006-01-31,6532.14990234375,0.1530889546244488,1000.0,1000.0,1000.0
TAIEX,Threshold DCA (3factor),2006-02-28,6561.599609375,0.30549081690376745,2000.0,2004.50842486341,1000.0
TAIEX,Threshold DCA (3factor),2006-03-31,6613.93994140625,0.4566866258858764,3000.0,3020.497915652651,1000.0
TAIEX,Threshold DCA (3factor),2006-04-30,7171.73681640625,0.5961228636619719,4000.0,4275.236288426087,1000.0
TAIEX,Threshold DCA (3factor),2006-05-31,6846.91845703125,0.7421739677134709,5000.0,5081.604637865479,1000.0
TAIEX,Threshold DCA (3factor),2006-06-30,6704.37890625,0.8913302152918667,6000.0,5975.815493906062,1000.0
